Date,Close,High,Low,Open,Volume,MA_20,MA_50
2025-02-14,106.56999969482422,107.18000030517578,106.56999969482422,107.12000274658203,0,107.94050025939941,108.35967722246724
2025-02-18,107.05000305175781,107.12000274658203,106.80999755859375,106.81999969482422,0,107.82550048828125,108.31874990463257
2025-02-19,107.16999816894531,107.37999725341797,106.87999725341797,107.02999877929688,0,107.78100051879883,108.28393924597538
2025-02-20,106.33999633789062,107.1500015258789,106.33999633789062,107.12000274658203,0,107.68950042724609,108.22676445456112
2025-02-21,106.61000061035156,106.75,106.37999725341797,106.45999908447266,0,107.61750030517578,108.18057120186943
2025-02-24,106.5999984741211,106.75,106.12999725341797,106.63999938964844,0,107.57550010681152,108.1366664038764
2025-02-25,106.30999755859375,106.79000091552734,106.19000244140625,106.7699966430664,0,107.52400016784668,108.08729697562553
2025-02-26,106.41999816894531,106.6500015258789,106.16000366210938,106.16999816894531,0,107.45149993896484,108.0434206912392
2025-02-27,107.23999786376953,107.30999755859375,106.5199966430664,106.52999877929688,0,107.41349983215332,108.02282010591946
2025-02-28,107.61000061035156,107.66000366210938,107.18000030517578,107.25,0,107.40399971008301,108.01249961853027
2025-03-03,106.75,107.55999755859375,106.47000122070312,107.55999755859375,0,107.3229995727539,107.98170694490759
2025-03-04,105.73999786376953,106.6500015258789,105.52999877929688,106.55999755859375,0,107.1604995727539,107.9283329191662
2025-03-05,105.73999786376953,105.7699966430664,104.26000213623047,105.62000274658203,0,107.04949951171875,107.87744140625
2025-03-06,104.05999755859375,104.38999938964844,103.76000213623047,104.31999969482422,0,106.87349929809571,107.79068131880327
2025-03-07,103.83999633789062,104.23999786376953,103.45999908447266,104.11000061035156,0,106.68099899291992,107.70288831922743
2025-03-10,103.91000366210938,104.05999755859375,103.55999755859375,103.91000366210938,0,106.47449913024903,107.62043430494225
2025-03-11,103.44000244140625,103.91999816894531,103.22000122070312,103.83999633789062,0,106.23049926757812,107.53148894614361
2025-03-12,103.61000061035156,103.77999877929688,103.3499984741211,103.41999816894531,0,106.01299934387207,107.44979127248128
2025-03-13,103.83000183105469,104.08000183105469,103.51000213623047,103.61000061035156,0,105.8074993133545,107.37591801857462
2025-03-14,103.72000122070312,104.08999633789062,103.56999969482422,103.83999633789062,0,105.62799949645996,107.30279968261719
2025-03-17,103.37000274658203,103.80999755859375,103.30000305175781,103.73999786376953,0,105.46799964904785,107.18239974975586
2025-03-18,103.23999786376953,103.68000030517578,103.19999694824219,103.44000244140625,0,105.27749938964844,107.0681997680664
2025-03-19,103.43000030517578,103.91000366210938,103.25,103.2699966430664,0,105.09049949645996,106.97159973144531
2025-03-20,103.8499984741211,104.12999725341797,103.31999969482422,103.43000030517578,0,104.96599960327148,106.8777996826172
2025-03-21,104.08999633789062,104.22000122070312,103.76000213623047,103.77999877929688,0,104.83999938964844,106.77779968261719
2025-03-24,104.26000213623047,104.44000244140625,103.83999633789062,104.1500015258789,0,104.7229995727539,106.67939971923828
2025-03-25,104.18000030517578,104.47000122070312,103.94000244140625,104.33000183105469,0,104.616499710083,106.56999969482422
2025-03-26,104.55000305175781,104.68000030517578,104.18000030517578,104.25,0,104.52299995422364,106.46179977416992
2025-03-27,104.06999969482422,104.6500015258789,104.06999969482422,104.6500015258789,0,104.36450004577637,106.35779983520507
2025-03-28,104.04000091552734,104.5,103.9000015258789,104.27999877929688,0,104.18600006103516,106.25679992675781
2025-03-31,104.20999908447266,104.38999938964844,103.75,104.01000213623047,0,104.05900001525879,106.16179992675781
2025-04-01,104.26000213623047,104.37000274658203,104.0199966430664,104.18000030517578,0,103.98500022888183,106.06
2025-04-02,103.80999755859375,104.30999755859375,103.37000274658203,104.19999694824219,0,103.88850021362305,105.975
2025-04-03,102.06999969482422,103.37999725341797,101.2699966430664,103.1500015258789,0,103.78900032043457,105.85300003051758
2025-04-04,103.0199966430664,103.18000030517578,101.54000091552734,101.98999786376953,0,103.74800033569336,105.75239990234375
2025-04-07,103.26000213623047,103.54000091552734,102.18000030517578,103.06999969482422,0,103.71550025939942,105.66879989624023
2025-04-08,102.95999908447266,103.44000244140625,102.75,103.43000030517578,0,103.69150009155274,105.58119995117187
2025-04-09,102.9000015258789,103.33000183105469,101.83999633789062,102.75,0,103.6560001373291,105.48179992675782
2025-04-10,100.87000274658203,103.02999877929688,100.69999694824219,102.98999786376953,0,103.50800018310547,105.33919998168945
2025-04-11,99.77999877929688,100.77999877929688,99.01000213623047,100.77999877929688,0,103.31100006103516,105.17879989624024
2025-04-14,99.63999938964844,100.16000366210938,99.20999908447266,100.0199966430664,0,103.12449989318847,105.00419982910157
2025-04-15,100.22000122070312,100.27999877929688,99.4800033569336,99.80999755859375,0,102.97350006103515,104.82879989624024
2025-04-16,99.37999725341797,100.0999984741211,99.16999816894531,100.05999755859375,0,102.77099990844727,104.65719985961914
2025-04-17,99.37999725341797,99.75,99.22000122070312,99.2300033569336,0,102.54749984741211,104.4931997680664
2025-04-21,98.27999877929688,99.20999908447266,97.91999816894531,99.08000183105469,0,102.25699996948242,104.30499969482422
2025-04-22,98.91999816894531,99.3499984741211,98.01000213623047,98.30000305175781,0,101.98999977111816,104.12259963989258
2025-04-23,99.83999633789062,99.94000244140625,98.86000061035156,99.4800033569336,0,101.7729995727539,103.95299957275391
2025-04-24,99.29000091552734,99.83999633789062,99.22000122070312,99.75,0,101.50999946594239,103.779599609375
2025-04-25,99.47000122070312,99.88999938964844,99.4000015258789,99.41000366210938,0,101.27999954223633,103.61019958496094
2025-04-28,99.01000213623047,99.83999633789062,98.9000015258789,99.61000061035156,0,101.02849960327148,103.44419967651368
2025-04-29,99.23999786376953,99.37000274658203,98.94999694824219,99.04000091552734,0,100.77999954223633,103.29759963989258
2025-04-30,99.47000122070312,99.70999908447266,99.13999938964844,99.16999816894531,0,100.54049949645996,103.14599960327149
2025-05-01,100.25,100.37999725341797,99.61000061035156,99.6500015258789,0,100.36249961853028,103.00759963989258
2025-05-02,100.0,100.33000183105469,99.4000015258789,100.18000030517578,0,100.25899963378906,102.88079971313476
2025-05-05,99.83000183105469,100.05000305175781,99.45999908447266,100.0,0,100.09949989318848,102.74519973754883
2025-05-06,99.23999786376953,100.0999984741211,99.16999816894531,99.83000183105469,0,99.89849967956543,102.5979997253418
2025-05-07,99.61000061035156,99.97000122070312,99.29000091552734,99.5,0,99.73099975585937,102.46399978637696
2025-05-08,100.63999938964844,100.76000213623047,99.61000061035156,99.8499984741211,0,99.61799964904785,102.34839981079102
2025-05-09,100.33999633789062,100.86000061035156,100.08999633789062,100.63999938964844,0,99.59149932861328,102.21039978027343
2025-05-12,101.79000091552734,101.9800033569336,100.51000213623047,100.69000244140625,0,99.6919994354248,102.09399978637695
2025-05-13,101.0,101.76000213623047,100.91000366210938,101.7300033569336,0,99.75999946594239,101.97899978637696
2025-05-14,101.04000091552734,101.13999938964844,100.2699966430664,100.94999694824219,0,99.80099945068359,101.8849998474121
2025-05-15,100.87999725341797,101.05999755859375,100.58999633789062,100.97000122070312,0,99.8759994506836,101.78779983520508
2025-05-16,101.08999633789062,101.26000213623047,100.5199966430664,100.7699966430664,0,99.96149940490723,101.72839981079102
2025-05-19,100.43000030517578,100.91000366210938,100.05999755859375,100.91000366210938,0,100.06899948120117,101.66019989013672
2025-05-20,100.12000274658203,100.58000183105469,100.01000213623047,100.43000030517578,0,100.12899971008301,101.58439987182618
2025-05-21,99.55999755859375,99.98999786376953,99.33999633789062,99.98999786376953,0,100.11499977111816,101.50679977416992
2025-05-22,99.95999908447266,100.12000274658203,99.44000244140625,99.63999938964844,0,100.14849967956543,101.43379974365234
2025-05-23,99.11000061035156,99.94000244140625,99.05000305175781,99.87999725341797,0,100.13049964904785,101.33939971923829
2025-05-26,98.93000030517578,99.16000366210938,98.69000244140625,99.08999633789062,0,100.12649955749512,101.24359970092773
2025-05-27,99.5199966430664,99.62000274658203,98.77999877929688,98.95999908447266,0,100.14049949645997,101.16659957885742
2025-05-28,99.87999725341797,99.95999908447266,99.44000244140625,99.52999877929688,0,100.1609992980957,101.09939956665039
2025-05-29,99.27999877929688,100.54000091552734,99.22000122070312,100.54000091552734,0,100.11249923706055,101.01639953613281
2025-05-30,99.33000183105469,99.66999816894531,99.12999725341797,99.25,0,100.07899932861328,100.92599960327148
2025-06-02,98.69999694824219,99.41999816894531,98.61000061035156,99.41000366210938,0,100.02249908447266,100.81819961547852
2025-06-03,99.25,99.33000183105469,98.58000183105469,98.58999633789062,0,100.02299919128419,100.71799957275391
2025-06-04,98.79000091552734,99.38999938964844,98.66999816894531,99.18000030517578,0,99.98199920654297,100.61019958496094
2025-06-05,98.73999786376953,98.94000244140625,98.3499984741211,98.80000305175781,0,99.88699913024902,100.49399948120117
2025-06-06,99.19000244140625,99.36000061035156,98.66000366210938,98.69999694824219,0,99.82949943542481,100.39639953613282
2025-06-09,98.94000244140625,99.2300033569336,98.81999969482422,99.19999694824219,0,99.68699951171875,100.29439956665038
2025-06-10,99.05000305175781,99.38999938964844,98.86000061035156,98.9800033569336,0,99.58949966430664,100.1911996459961
2025-06-11,98.62999725341797,99.22000122070312,98.52999877929688,98.95999908447266,0,99.46899948120117,100.07859954833984
2025-06-12,97.91999816894531,98.5199966430664,97.5999984741211,98.45999908447266,0,99.32099952697754,99.96079956054687
2025-06-13,98.18000030517578,98.58999633789062,97.62000274658203,97.80999755859375,0,99.1754997253418,99.8829995727539
2025-06-16,98.0,98.37000274658203,97.69000244140625,98.26000213623047,0,99.053999710083,99.78259963989258
2025-06-17,98.81999969482422,98.87000274658203,98.0199966430664,98.19000244140625,0,98.98899955749512,99.69379959106445
2025-06-18,98.91000366210938,99.01000213623047,98.4800033569336,98.87000274658203,0,98.9564998626709,99.6127996826172
2025-06-20,98.70999908447266,98.88999938964844,98.54000091552734,98.66999816894531,0,98.8939998626709,99.52899963378906
2025-06-23,98.41999816894531,99.41999816894531,98.3499984741211,99.08999633789062,0,98.85949974060058,99.47999954223633
2025-06-24,97.86000061035156,98.27999877929688,97.70999908447266,98.16000366210938,0,98.80599975585938,99.44159957885742
2025-06-25,97.68000030517578,98.19999694824219,97.6500015258789,97.94000244140625,0,98.71399993896485,99.40239959716797
2025-06-26,97.1500015258789,97.61000061035156,97.0,97.55000305175781,0,98.57750015258789,99.34099960327148
2025-06-27,97.4000015258789,97.5,97.0,97.33000183105469,0,98.48350028991699,99.3013996887207
2025-06-30,96.87999725341797,97.31999969482422,96.7699966430664,97.19000244140625,0,98.36100006103516,99.25139968872071
2025-07-01,96.81999969482422,96.94999694824219,96.37999725341797,96.77999877929688,0,98.26700019836426,99.22219970703125
2025-07-02,96.77999877929688,97.1500015258789,96.62000274658203,96.63999938964844,0,98.1435001373291,99.17939971923828
2025-07-03,97.18000030517578,97.41999816894531,96.69000244140625,96.75,0,98.06300010681153,99.12619979858398
2025-07-07,97.4800033569336,97.66999816894531,96.88999938964844,96.95999908447266,0,98.00000038146973,99.08999984741212
2025-07-08,97.51000213623047,97.83999633789062,97.18000030517578,97.36000061035156,0,97.91600036621094,99.05079986572265
2025-07-09,97.47000122070312,97.75,97.45999908447266,97.55000305175781,0,97.84250030517578,99.01999984741211
2025-07-10,97.6500015258789,97.91999816894531,97.2699966430664,97.44000244140625,0,97.77250022888184,98.9881999206543
2025-07-11,97.8499984741211,97.95999908447266,97.55999755859375,97.56999969482422,0,97.73350028991699,98.95579986572265
2025-07-14,98.08000183105469,98.13999938964844,97.7699966430664,97.95999908447266,0,97.74150047302246,98.91239990234375
2025-07-15,98.62000274658203,98.69999694824219,97.93000030517578,98.13999938964844,0,97.76350059509278,98.88479995727539
2025-07-16,98.38999938964844,98.91000366210938,97.70999908447266,98.58000183105469,0,97.78300056457519,98.85599990844726
2025-07-17,98.7300033569336,98.94999694824219,98.33999633789062,98.3499984741211,0,97.77850074768067,98.84580001831054
2025-07-18,98.4800033569336,98.58000183105469,98.0999984741211,98.48999786376953,0,97.75700073242187,98.82320007324219
2025-07-21,97.8499984741211,98.51000213623047,97.69999694824219,98.36000061035156,0,97.7140007019043,98.76740005493164
2025-07-22,97.38999938964844,97.98999786376953,97.30999755859375,97.87000274658203,0,97.66250076293946,98.7084001159668
2025-07-23,97.20999908447266,97.61000061035156,97.19000244140625,97.47000122070312,0,97.6300006866455,98.61680007934571
2025-07-24,97.37999725341797,97.55000305175781,97.11000061035156,97.18000030517578,0,97.61500053405761,98.54440002441406
2025-07-25,97.6500015258789,97.91000366210938,97.43000030517578,97.44999694824219,0,97.64000053405762,98.4766000366211
2025-07-28,98.66000366210938,98.69000244140625,97.48999786376953,97.58000183105469,0,97.70300064086913,98.43220016479492
2025-07-29,98.91000366210938,99.13999938964844,98.58000183105469,98.63999938964844,0,97.80450096130372,98.38860031127929
2025-07-30,99.94000244140625,99.9800033569336,98.69999694824219,98.91999816894531,0,97.96050109863282,98.3788003540039
2025-07-31,100.02999877929688,100.0999984741211,99.5199966430664,99.80000305175781,0,98.12300109863281,98.3770002746582
2025-08-01,98.69000244140625,100.26000213623047,98.61000061035156,100.01000213623047,0,98.19850120544433,98.35960037231445
2025-08-04,98.77999877929688,98.9800033569336,98.58999633789062,98.6500015258789,0,98.2635009765625,98.33600036621094
2025-08-05,98.77999877929688,99.06999969482422,98.58999633789062,98.62000274658203,0,98.32700080871582,98.32940032958984
2025-08-06,98.18000030517578,98.83999633789062,98.12999725341797,98.75,0,98.36250076293945,98.31440032958984
2025-08-07,98.4000015258789,98.47000122070312,97.94999694824219,98.19000244140625,0,98.40000076293946,98.2920004272461
2025-08-08,98.18000030517578,98.3499984741211,97.95999908447266,97.9800033569336,0,98.41650085449218,98.25800048828125
2025-08-11,98.5199966430664,99.31999969482422,98.02999877929688,98.23999786376953,0,98.43850059509278,98.24280044555664
2025-08-12,98.0999984741211,98.62000274658203,97.9000015258789,98.51000213623047,0,98.41250038146973,98.21820037841798
2025-08-13,97.83999633789062,98.12999725341797,97.62999725341797,98.04000091552734,0,98.38500022888184,98.20100036621093
2025-08-14,98.25,98.31999969482422,97.62999725341797,97.75,0,98.36100006103516,98.18100036621094
2025-08-15,97.8499984741211,98.20999908447266,97.7300033569336,98.18000030517578,0,98.32949981689453,98.16220031738281
2025-08-18,98.16999816894531,98.19000244140625,97.77999877929688,97.79000091552734,0,98.34549980163574,98.15080032348632
2025-08-19,98.2699966430664,98.31999969482422,97.94000244140625,98.1500015258789,0,98.38949966430664,98.13240020751954
2025-08-20,98.22000122070312,98.44000244140625,98.08000183105469,98.29000091552734,0,98.43999977111817,98.11800018310547
2025-08-21,98.62000274658203,98.68000030517578,98.18000030517578,98.25,0,98.50200004577637,98.10940017700196
2025-08-22,97.72000122070312,98.83000183105469,97.55999755859375,98.5999984741211,0,98.50550003051758,98.09120025634766
2025-08-25,98.43000030517578,98.54000091552734,97.70999908447266,97.7300033569336,0,98.4939998626709,98.10140029907227
2025-08-26,98.2300033569336,98.55999755859375,98.08999633789062,98.47000122070312,0,98.4599998474121,98.10240036010742
2025-08-27,98.2300033569336,98.7300033569336,98.16000366210938,98.25,0,98.37449989318847,98.10700042724609
2025-08-28,97.80999755859375,98.2300033569336,97.73999786376953,98.12000274658203,0,98.26349983215331,98.08680038452148
2025-08-29,97.7699966430664,98.12999725341797,97.69000244140625,97.87000274658203,0,98.21749954223633,98.06400024414063
2025-09-02,98.4000015258789,98.5999984741211,97.62000274658203,97.6500015258789,0,98.19849967956543,98.05780029296875
2025-09-03,98.13999938964844,98.63999938964844,98.01000213623047,98.4000015258789,0,98.166499710083,98.05220031738281
2025-09-04,98.3499984741211,98.44000244140625,98.08000183105469,98.1500015258789,0,98.17499961853028,98.0620002746582
2025-09-05,97.7699966430664,98.26000213623047,97.43000030517578,98.23999786376953,0,98.14349937438965,98.06380020141602
2025-09-08,97.44999694824219,97.94000244140625,97.41999816894531,97.79000091552734,0,98.10699920654297,98.06980010986328
2025-09-09,97.79000091552734,97.81999969482422,97.25,97.37999725341797,0,98.07049942016602,98.07760009765624
2025-09-10,97.77999877929688,97.93000030517578,97.5999984741211,97.83000183105469,0,98.0544994354248,98.09560012817383
2025-09-11,97.54000091552734,98.08999633789062,97.47000122070312,97.79000091552734,0,98.03949966430665,98.11000015258789
2025-09-12,97.55000305175781,97.86000061035156,97.48999786376953,97.5199966430664,0,98.00449981689454,98.12540023803712
2025-09-15,97.30000305175781,97.69999694824219,97.2699966430664,97.62999725341797,0,97.97700004577636,98.12780029296874
2025-09-16,96.62999725341797,97.38999938964844,96.55999755859375,97.33999633789062,0,97.9,98.11080017089844
2025-09-17,96.87000274658203,97.06999969482422,96.22000122070312,96.62000274658203,0,97.83000030517579,98.09800018310547
2025-09-18,97.3499984741211,97.5999984741211,96.83999633789062,96.93000030517578,0,97.78650016784668,98.09560012817383
2025-09-19,97.63999938964844,97.80999755859375,97.2699966430664,97.33999633789062,0,97.7375,98.09540008544921
2025-09-22,97.33000183105469,97.81999969482422,97.30999755859375,97.6500015258789,0,97.71800003051757,98.0850001525879
2025-09-23,97.26000213623047,97.45999908447266,97.19999694824219,97.31999969482422,0,97.65950012207031,98.06860015869141
2025-09-24,97.87000274658203,97.91999816894531,97.22000122070312,97.23999786376953,0,97.64150009155273,98.05360015869141
2025-09-25,98.55000305175781,98.61000061035156,97.73999786376953,97.81999969482422,0,97.65750007629394,98.0568002319336
2025-09-26,98.1500015258789,98.52999877929688,98.12999725341797,98.5,0,97.6745002746582,98.0452001953125
2025-09-29,97.91000366210938,98.18000030517578,97.7699966430664,98.16999816894531,0,97.68150062561035,98.03380020141601
2025-09-30,97.7699966430664,98.05000305175781,97.62999725341797,97.91000366210938,0,97.65000038146972,98.03220016479492
2025-10-01,97.70999908447266,97.87999725341797,97.45999908447266,97.81999969482422,0,97.62850036621094,98.03860015869141
2025-10-02,97.8499984741211,98.12999725341797,97.5199966430664,97.69999694824219,0,97.60350036621094,98.05140014648437
2025-10-03,97.72000122070312,97.94999694824219,97.5999984741211,97.8499984741211,0,97.60100059509277,98.05820022583008
2025-10-06,98.11000061035156,98.5,97.95999908447266,97.95999908447266,0,97.63400077819824,98.06740020751953
2025-10-07,98.58000183105469,98.66000366210938,98.08999633789062,98.08999633789062,0,97.6735008239746,98.06580017089844
2025-10-08,98.8499984741211,99.05999755859375,98.58999633789062,98.61000061035156,0,97.72700080871581,98.06460006713867
2025-10-09,99.54000091552734,99.55999755859375,98.69999694824219,98.83999633789062,0,97.82700080871582,98.05660003662109
2025-10-10,98.9800033569336,99.43000030517578,98.80999755859375,99.38999938964844,0,97.89850082397462,98.03560012817383
2025-10-13,99.2699966430664,99.3499984741211,98.83000183105469,98.94000244140625,0,97.99700050354004,98.04720001220703
2025-10-14,99.05000305175781,99.4800033569336,98.98999786376953,99.30000305175781,0,98.11800079345703,98.05260009765625
2025-10-15,98.79000091552734,99.08000183105469,98.66000366210938,99.05000305175781,0,98.2140007019043,98.05280014038085
2025-10-16,98.38999938964844,98.69999694824219,98.30000305175781,98.66999816894531,0,98.26600074768066,98.0570001220703
2025-10-17,98.43000030517578,98.55000305175781,98.02999877929688,98.26000213623047,0,98.30550079345703,98.05760009765625
2025-10-20,98.58999633789062,98.66999816894531,98.38999938964844,98.66999816894531,0,98.36850051879883,98.06580001831054
2025-10-21,98.93000030517578,98.9800033569336,98.51000213623047,98.61000061035156,0,98.45200042724609,98.07400009155273
2025-10-22,98.9000015258789,99.13999938964844,98.79000091552734,98.97000122070312,0,98.50350036621094,98.09000015258789
2025-10-23,98.94000244140625,99.13999938964844,98.91000366210938,98.91999816894531,0,98.52300033569335,98.1120002746582
2025-10-24,98.94999694824219,99.0999984741211,98.7300033569336,98.94000244140625,0,98.56300010681153,98.12600021362304
2025-10-27,98.77999877929688,99.0,98.7300033569336,98.83999633789062,0,98.6064998626709,98.14460021972656
2025-10-28,98.69000244140625,98.94999694824219,98.56999969482422,98.75,0,98.65250015258789,98.15500030517578
2025-10-29,99.22000122070312,99.36000061035156,98.62000274658203,98.73999786376953,0,98.72800025939941,98.17400039672852
2025-10-30,99.52999877929688,99.72000122070312,98.91999816894531,99.13999938964844,0,98.8120002746582,98.20020034790039
2025-10-31,99.80000305175781,99.83999633789062,99.41999816894531,99.48999786376953,0,98.91600036621094,98.22380035400391
2025-11-03,99.87000274658203,99.98999786376953,99.70999908447266,99.75,0,99.00400047302246,98.26680038452149
2025-11-04,100.22000122070312,100.26000213623047,99.73999786376953,99.9800033569336,0,99.08600044250488,98.30260040283203
2025-11-05,100.19999694824219,100.36000061035156,100.05999755859375,100.18000030517578,0,99.15350036621093,98.3420002746582
2025-11-06,99.7300033569336,100.11000061035156,99.66999816894531,100.11000061035156,0,99.16300048828126,98.3720002746582
2025-11-07,99.5999984741211,99.87000274658203,99.4000015258789,99.76000213623047,0,99.19400024414062,98.40780029296874
2025-11-10,99.62000274658203,99.73999786376953,99.45999908447266,99.62999725341797,0,99.21150054931641,98.44480041503907
2025-11-11,99.45999908447266,99.73999786376953,99.29000091552734,99.66000366210938,0,99.23200035095215,98.46600036621093
2025-11-12,99.4800033569336,99.70999908447266,99.41999816894531,99.45999908447266,0,99.26650047302246,98.49280044555664
2025-11-13,99.18000030517578,99.58999633789062,98.98999786376953,99.5199966430664,0,99.30600051879883,98.50940048217774
2025-11-14,99.2699966430664,99.4000015258789,98.98999786376953,99.26000213623047,0,99.34800033569336,98.53940048217774
2025-11-17,99.58999633789062,99.5999984741211,99.25,99.2699966430664,0,99.39800033569335,98.5822004699707
2025-11-18,99.55000305175781,99.66000366210938,99.4000015258789,99.55999755859375,0,99.42900047302246,98.61740051269531
2025-11-19,100.2300033569336,100.23999786376953,99.48999786376953,99.58000183105469,0,99.4955005645752,98.66640060424805
2025-11-20,100.16000366210938,100.36000061035156,100.02999877929688,100.16999816894531,0,99.55650062561035,98.71880065917969
2025-11-21,100.18000030517578,100.4000015258789,99.98999786376953,100.16000366210938,0,99.61800079345703,98.77140060424804
2025-11-24,100.13999938964844,100.30000305175781,100.01000213623047,100.19999694824219,0,99.68600082397461,98.82820053100586
2025-11-25,99.66000366210938,100.26000213623047,99.6500015258789,100.20999908447266,0,99.73450088500977,98.8888006591797
2025-11-26,99.5999984741211,99.95999908447266,99.55999755859375,99.83999633789062,0,99.75350074768066,98.94340057373047
2025-11-28,99.45999908447266,99.81999969482422,99.37999725341797,99.56999969482422,0,99.75000076293945,98.9856005859375
2025-12-01,99.41000366210938,99.51000213623047,99.01000213623047,99.4800033569336,0,99.73050079345703,99.02100067138672
2025-12-02,99.36000061035156,99.56999969482422,99.31999969482422,99.44999694824219,0,99.7050006866455,99.06160064697265
2025-12-03,98.8499984741211,99.29000091552734,98.81999969482422,99.27999877929688,0,99.63650054931641,99.09340057373046
2025-12-04,98.98999786376953,99.08000183105469,98.7699966430664,98.91999816894531,0,99.57600059509278,99.11580047607421
2025-12-05,98.98999786376953,99.12999725341797,98.80999755859375,99.04000091552734,0,99.53900032043457,99.12460037231445
2025-12-08,99.08999633789062,99.2300033569336,98.79000091552734,98.97000122070312,0,99.51350021362305,99.14340026855469
2025-12-09,99.22000122070312,99.30999755859375,98.94999694824219,99.05000305175781,0,99.49350013732911,99.16960021972656
2025-12-10,98.79000091552734,99.26000213623047,98.58999633789062,99.22000122070312,0,99.46000022888184,99.19000030517579
2025-12-11,98.3499984741211,98.76000213623047,98.12999725341797,98.55999755859375,0,99.40349998474122,99.20280029296875
2025-12-12,98.4000015258789,98.52999877929688,98.30000305175781,98.31999969482422,0,99.36450004577637,99.21380035400391
2025-12-15,98.1500015258789,98.4800033569336,98.13999938964844,98.4000015258789,0,99.30850028991699,99.22240036010743
2025-12-16,98.1500015258789,98.31999969482422,97.87000274658203,98.2699966430664,0,99.2365005493164,99.22320037841797
2025-12-17,98.37000274658203,98.63999938964844,98.18000030517578,98.20999908447266,0,99.17750053405761,99.21900039672852
2025-12-18,98.43000030517578,98.55999755859375,98.16999816894531,98.37999725341797,0,99.08750038146972,99.21060043334961
2025-12-19,98.5999984741211,98.75,98.41999816894531,98.45999908447266,0,99.0095001220703,99.19180038452149
2025-12-22,98.29000091552734,98.7300033569336,98.19999694824219,98.66999816894531,0,98.9150001525879,99.17800033569335
2025-12-23,97.94000244140625,98.19999694824219,97.8499984741211,98.19999694824219,0,98.80500030517578,99.15140045166015
2025-12-24,97.9800033569336,98.01000213623047,97.75,97.88999938964844,0,98.72100028991699,99.13000045776367
